course_id,course_name,course_desc,course_category,course_level,start_date,num_weeks,num_learners_registered,num_TAs,nps
292,Web3 Applications & Filecoin/IPFS,This course provides an introduction to building simple DApps on a blockchain with storage on Filecoin/IPFS.  You will finish the course with a mastery of the infrastructure tools used to build Web3 apps;knowledge of how to build a Web3 app that is accessible through the Web2 internet; and will understand how decentralized storage can be used to host files a Web3 app utilizes. We will start with the fundamentals of decentralized storage and then move on to programming for useful applications,Data Engineering,A,2018-09-09 21:12:00,8,191.0,3,75
293,Fundamentals of Data Modeling,This course provides an introduction to the fundamentals of data modeling for modern data warehouses. We use the Kimball dimensional model to guide us;but that does not mean this class is all theory! We have designed this course so you will learn the theory behind data modeling (normalization / denormalization;star schemas;fact and dimension tables) and you will build actual models using real world data. We will use plain SQL so you can do modeling whether you only have access to SQL or you are using a tool like dbt. By the end of this course;you will have a deep understanding of dimensional modeling;and you will have built one from scratch.,Data Engineering,B,2018-08-25 21:10:00,2,116.0,2,85
294,Search Fundamentals,We have designed this 2-week course to introduce the fundamentals of search to engineers;data scientists;and other technical professionals who are new to the area or interested in working in it. We will cover the basics of indexing;querying;hand-tuned ranking;aggregations;and search user interfaces.,Search,B,2019-10-18 18:03:00,4,194.0,1,65
295,Deep Learning Essentials,Learn the foundations of deep learning and practice with training and implementing neural networks in Pytorch while covering topics including convolutional neural networks (CNNs);transformers;and generative adversarial networks (GANs).,Deep Learning,B,2021-01-12 00:16:00,7,47.0,2,57
296,Web3 Applications & Filecoin/IPFS,This course provides an introduction to building simple DApps on a blockchain with storage on Filecoin/IPFS.  You will finish the course with a mastery of the infrastructure tools used to build Web3 apps;knowledge of how to build a Web3 app that is accessible through the Web2 internet; and will understand how decentralized storage can be used to host files a Web3 app utilizes. We will start with the fundamentals of decentralized storage and then move on to programming for useful applications,Data Engineering,A,2023-08-02 15:43:00,2,58.0,1,60
297,Python for Data Science,Build projects like computing your own heart rate from an ECG;building a Shazam music identifier clone;and more while learning how to use core python libraries like Numpy;Scipy;Scikit;and Matplotlib.,Machine Learning,B,2019-04-21 16:04:00,4,115.0,2,69
298,Real Time Machine Learning,Stream processing enables companies in every industry to drive intelligence and action in real-time by processing data as it comes in from sources such as IoT devices;customer interactions and order transactions;social media;etc.  Use cases for stream processing can broadly be categorized into four areas: streaming analytics;monitoring;leaderboard;and real-time predictions.  This course will cover stream processing paradigm;and streaming processing system architecture. Each week;students will build stream processing applications using widely adopted stream processing technologies;such as Apache Kafka;Apache Spark and Apache Flink.  ,Machine Learning,A,2021-10-26 11:14:00,3,142.0,2,60
299,Deep Learning Essentials,Learn the foundations of deep learning and practice with training and implementing neural networks in Pytorch while covering topics including convolutional neural networks (CNNs);transformers;and generative adversarial networks (GANs).,Deep Learning,B,2019-01-06 01:58:00,3,127.0,3,70
300,Fundamentals of Data Modeling,This course provides an introduction to the fundamentals of data modeling for modern data warehouses. We use the Kimball dimensional model to guide us;but that does not mean this class is all theory! We have designed this course so you will learn the theory behind data modeling (normalization / denormalization;star schemas;fact and dimension tables) and you will build actual models using real world data. We will use plain SQL so you can do modeling whether you only have access to SQL or you are using a tool like dbt. By the end of this course;you will have a deep understanding of dimensional modeling;and you will have built one from scratch.,Data Engineering,B,2021-05-28 21:18:00,5,,3,57
301,Data Engineering with Dagster,A well built data platform allows for fast iteration and safe deployments. This course will teach you  how to design;build;and maintain a data platform that supports a wide range of data tasks.You will start by taking a simple data workflow;common to most companies;and deconstructing it to its core components. By the end of the course;you will reimplement the pipeline using modern data frameworks;running in the cloud.,Data Engineering,B,2018-05-22 05:09:00,5,83.0,2,72
